idx,label,sw_pred_ttfs,sw_pred_count,sw_direct_count_pred,direct_count_pred_match,direct_count_score_pred_match,direct_count_vector_match,sw_ct_pruned_pred,sw_ct_count_score_pred,sw_ct_source_fire_count,sw_ct_valid_event_budget,sw_hwct_pruned_pred,sw_hwct_count_score_pred,sw_hwct_source_fire_count,sw_hwct_valid_event_budget,hw_pred,hw_pred_score,hw_pred_count,hw_pred_count_raw,hw_pred_count_score,hw_pred_s2mm,hw_pred_rtl_first_classifier,hw_matches_sw_ct_pruned,hw_matches_sw_ct_count_score,hw_matches_sw_hwct_count_score,profile_incomplete,sw_direct_class_0_count,sw_ct_class_0_count,hw_class_0_count,hw_minus_sw_direct_class_0_count,sw_ct_class_0_score,sw_hwct_class_0_count,sw_hwct_class_0_score,sw_hwct_class_0_event_count,hw_class_0_score,sw_ct_class_0_event_count,hw_class_0_event_count,router_class_0_score,router_class_0_event_count,top_class_0_score,top_class_0_event_count,sw_direct_class_1_count,sw_ct_class_1_count,hw_class_1_count,hw_minus_sw_direct_class_1_count,sw_ct_class_1_score,sw_hwct_class_1_count,sw_hwct_class_1_score,sw_hwct_class_1_event_count,hw_class_1_score,sw_ct_class_1_event_count,hw_class_1_event_count,router_class_1_score,router_class_1_event_count,top_class_1_score,top_class_1_event_count,sw_direct_class_2_count,sw_ct_class_2_count,hw_class_2_count,hw_minus_sw_direct_class_2_count,sw_ct_class_2_score,sw_hwct_class_2_count,sw_hwct_class_2_score,sw_hwct_class_2_event_count,hw_class_2_score,sw_ct_class_2_event_count,hw_class_2_event_count,router_class_2_score,router_class_2_event_count,top_class_2_score,top_class_2_event_count,sw_direct_class_3_count,sw_ct_class_3_count,hw_class_3_count,hw_minus_sw_direct_class_3_count,sw_ct_class_3_score,sw_hwct_class_3_count,sw_hwct_class_3_score,sw_hwct_class_3_event_count,hw_class_3_score,sw_ct_class_3_event_count,hw_class_3_event_count,router_class_3_score,router_class_3_event_count,top_class_3_score,top_class_3_event_count,sw_direct_class_4_count,sw_ct_class_4_count,hw_class_4_count,hw_minus_sw_direct_class_4_count,sw_ct_class_4_score,sw_hwct_class_4_count,sw_hwct_class_4_score,sw_hwct_class_4_event_count,hw_class_4_score,sw_ct_class_4_event_count,hw_class_4_event_count,router_class_4_score,router_class_4_event_count,top_class_4_score,top_class_4_event_count,sw_direct_class_5_count,sw_ct_class_5_count,hw_class_5_count,hw_minus_sw_direct_class_5_count,sw_ct_class_5_score,sw_hwct_class_5_count,sw_hwct_class_5_score,sw_hwct_class_5_event_count,hw_class_5_score,sw_ct_class_5_event_count,hw_class_5_event_count,router_class_5_score,router_class_5_event_count,top_class_5_score,top_class_5_event_count,sw_direct_class_6_count,sw_ct_class_6_count,hw_class_6_count,hw_minus_sw_direct_class_6_count,sw_ct_class_6_score,sw_hwct_class_6_count,sw_hwct_class_6_score,sw_hwct_class_6_event_count,hw_class_6_score,sw_ct_class_6_event_count,hw_class_6_event_count,router_class_6_score,router_class_6_event_count,top_class_6_score,top_class_6_event_count,sw_direct_class_7_count,sw_ct_class_7_count,hw_class_7_count,hw_minus_sw_direct_class_7_count,sw_ct_class_7_score,sw_hwct_class_7_count,sw_hwct_class_7_score,sw_hwct_class_7_event_count,hw_class_7_score,sw_ct_class_7_event_count,hw_class_7_event_count,router_class_7_score,router_class_7_event_count,top_class_7_score,top_class_7_event_count,sw_direct_class_8_count,sw_ct_class_8_count,hw_class_8_count,hw_minus_sw_direct_class_8_count,sw_ct_class_8_score,sw_hwct_class_8_count,sw_hwct_class_8_score,sw_hwct_class_8_event_count,hw_class_8_score,sw_ct_class_8_event_count,hw_class_8_event_count,router_class_8_score,router_class_8_event_count,top_class_8_score,top_class_8_event_count,sw_direct_class_9_count,sw_ct_class_9_count,hw_class_9_count,hw_minus_sw_direct_class_9_count,sw_ct_class_9_score,sw_hwct_class_9_count,sw_hwct_class_9_score,sw_hwct_class_9_event_count,hw_class_9_score,sw_ct_class_9_event_count,hw_class_9_event_count,router_class_9_score,router_class_9_event_count,top_class_9_score,top_class_9_event_count,sw_input_source_group_0_spike_count,hw_input_source_group_0_spike_count,input_source_group_0_spike_diff,sw_input_source_group_1_spike_count,hw_input_source_group_1_spike_count,input_source_group_1_spike_diff,sw_input_source_group_2_spike_count,hw_input_source_group_2_spike_count,input_source_group_2_spike_diff,sw_input_source_group_3_spike_count,hw_input_source_group_3_spike_count,input_source_group_3_spike_diff,sw_input_source_group_4_spike_count,hw_input_source_group_4_spike_count,input_source_group_4_spike_diff,sw_input_source_group_5_spike_count,hw_input_source_group_5_spike_count,input_source_group_5_spike_diff,sw_input_source_group_6_spike_count,hw_input_source_group_6_spike_count,input_source_group_6_spike_diff,sw_input_source_group_7_spike_count,hw_input_source_group_7_spike_count,input_source_group_7_spike_diff,sw_input_source_group_8_spike_count,hw_input_source_group_8_spike_count,input_source_group_8_spike_diff,sw_input_source_group_9_spike_count,hw_input_source_group_9_spike_count,input_source_group_9_spike_diff,sw_input_source_group_10_spike_count,hw_input_source_group_10_spike_count,input_source_group_10_spike_diff,sw_input_source_group_11_spike_count,hw_input_source_group_11_spike_count,input_source_group_11_spike_diff,sw_input_source_group_12_spike_count,hw_input_source_group_12_spike_count,input_source_group_12_spike_diff,sw_input_source_group_13_spike_count,hw_input_source_group_13_spike_count,input_source_group_13_spike_diff,sw_input_source_group_14_spike_count,hw_input_source_group_14_spike_count,input_source_group_14_spike_diff,sw_input_source_group_15_spike_count,hw_input_source_group_15_spike_count,input_source_group_15_spike_diff,total_latency_cycles,ct_lookup_count,ct_valid_entry_count,router_busy_cycles,router_stall_cycles,cross_group_event_count,same_group_event_count,intra_weight_lookup_count,intra_weight_nonzero_count,intra_fifo_blocked_event_count,drop_spike_count,class_0_spike_count,class_1_spike_count,class_2_spike_count,class_3_spike_count,class_4_spike_count,class_5_spike_count,class_6_spike_count,class_7_spike_count,class_8_spike_count,class_9_spike_count,class_0_score,class_1_score,class_2_score,class_3_score,class_4_score,class_5_score,class_6_score,class_7_score,class_8_score,class_9_score,class_0_event_count,class_1_event_count,class_2_event_count,class_3_event_count,class_4_event_count,class_5_event_count,class_6_event_count,class_7_event_count,class_8_event_count,class_9_event_count,out_fifo_overflow_drop_count,ct_lookup_minus_expected,ct_valid_minus_expected,ct_invalid_minus_expected,ct_cross_minus_expected,ct_same_minus_expected,ct_mode_ok
27,4,4,4,4,0,0,0,4,4,103,1545,4,4,103,1545,4,4,4,4,4,3,,1,1,1,0,15,45,48,33,7525,45,7525,169,6884,169,156,0,0,0,0,15,20,26,11,4236,20,4236,62,4098,62,59,0,0,0,0,15,33,40,25,6470,33,6470,126,5941,126,118,0,0,0,0,15,36,41,26,7131,36,7131,133,6456,133,121,0,0,0,0,15,76,81,66,13312,76,13312,246,12413,246,230,0,0,0,0,15,46,52,37,8237,46,8237,162,7681,162,152,0,0,0,0,15,42,46,31,7967,42,7967,145,7450,145,138,0,0,0,0,15,43,50,35,7794,43,7794,138,7559,138,133,0,0,0,0,15,39,45,30,7105,39,7105,145,6607,145,136,0,0,0,0,15,66,74,59,11103,66,11103,219,10490,219,206,0,0,0,0,6,0,-6,7,0,-7,7,0,-7,6,0,-6,7,0,-7,7,0,-7,7,0,-7,7,0,-7,7,0,-7,6,0,-6,6,0,-6,5,0,-5,4,0,-4,6,0,-6,8,0,-8,7,0,-7,785238,2055,1449,47513,36529,1449,0,77568,96,0,0,48,26,40,41,81,52,46,50,45,74,6884,4098,5941,6456,12413,7681,7450,7559,6607,10490,156,59,118,121,230,152,138,133,136,206,0,,,,,,
28,0,0,0,0,0,0,0,0,0,158,2370,0,0,158,2370,0,0,0,0,0,2,,1,1,1,0,15,101,104,89,16486,101,16486,357,15211,357,333,0,0,0,0,15,39,44,29,7784,39,7784,125,7218,125,115,0,0,0,0,15,63,68,53,10940,63,10940,232,10018,232,216,0,0,0,0,15,83,90,75,14674,83,14674,302,13359,302,276,0,0,0,0,15,60,63,48,11099,60,11099,198,10364,198,187,0,0,0,0,15,77,79,64,13226,77,13226,261,12146,261,240,0,0,0,0,15,75,81,66,12877,75,12877,257,11947,257,239,0,0,0,0,15,62,65,50,11023,62,11023,201,10291,201,186,0,0,0,0,15,61,62,47,10899,61,10899,224,9746,224,202,0,0,0,0,15,66,66,51,11866,66,11866,213,11160,213,199,0,0,0,0,10,0,-10,9,0,-9,11,0,-11,8,0,-8,12,0,-12,9,0,-9,11,0,-11,9,0,-9,11,0,-11,9,0,-9,10,0,-10,9,0,-9,10,0,-10,9,0,-9,10,0,-10,11,0,-11,839088,3072,2193,69591,53194,2193,0,112512,162,0,0,104,44,68,90,63,79,81,65,62,66,15211,7218,10018,13359,10364,12146,11947,10291,9746,11160,333,115,216,276,187,240,239,186,202,199,0,,,,,,
29,1,1,1,1,0,0,0,1,1,62,930,1,1,62,930,1,1,1,1,1,3,,1,1,1,0,15,19,25,10,3941,19,3941,74,3782,74,71,0,0,0,0,15,45,48,33,7927,45,7927,124,7647,124,120,0,0,0,0,15,21,25,10,3955,21,3955,75,3580,75,71,0,0,0,0,15,37,47,32,6913,37,6913,133,6491,133,125,0,0,0,0,15,13,21,6,3172,13,3172,52,2784,52,46,0,0,0,0,15,30,34,19,5439,30,5439,104,5135,104,97,0,0,0,0,15,23,29,14,4827,23,4827,90,4463,90,83,0,0,0,0,15,30,33,18,5648,30,5648,98,5332,98,91,0,0,0,0,15,27,37,22,5106,27,5106,105,4660,105,97,0,0,0,0,15,21,31,16,4572,21,4572,75,4338,75,71,0,0,0,0,4,0,-4,4,0,-4,4,0,-4,4,0,-4,4,0,-4,3,0,-3,3,0,-3,4,0,-4,4,0,-4,4,0,-4,2,0,-2,5,0,-5,4,0,-4,4,0,-4,4,0,-4,5,0,-5,769843,1264,872,32052,25278,872,0,50176,58,0,0,25,48,25,47,21,34,29,33,37,31,3782,7647,3580,6491,2784,5135,4463,5332,4660,4338,71,120,71,125,46,97,83,91,97,71,0,,,,,,
30,3,3,3,3,0,0,0,3,3,116,1740,3,3,116,1740,3,3,3,3,3,2,,1,1,1,0,15,42,45,30,7618,42,7618,154,6862,154,141,0,0,0,0,15,55,61,46,9577,55,9577,165,8949,165,156,0,0,0,0,15,23,27,12,4337,23,4337,94,4073,94,88,0,0,0,0,15,85,90,75,14276,85,14276,305,12833,305,277,0,0,0,0,15,31,38,23,6568,31,6568,117,6212,117,109,0,0,0,0,15,54,58,43,9761,54,9761,204,8891,204,185,0,0,0,0,15,44,51,36,8050,44,8050,156,7283,156,142,0,0,0,0,15,58,62,47,10073,58,10073,200,9607,200,189,0,0,0,0,15,47,51,36,8425,47,8425,164,7589,164,151,0,0,0,0,15,54,60,45,9962,54,9962,181,9258,181,167,0,0,0,0,7,0,-7,8,0,-8,8,0,-8,7,0,-7,7,0,-7,7,0,-7,6,0,-6,8,0,-8,5,0,-5,8,0,-8,10,0,-10,7,0,-7,7,0,-7,7,0,-7,8,0,-8,6,0,-6,849446,2263,1605,51029,38940,1605,0,84224,120,0,0,45,61,27,90,38,58,51,62,51,60,6862,8949,4073,12833,6212,8891,7283,9607,7589,9258,141,156,88,277,109,185,142,189,151,167,0,,,,,,
31,1,1,1,1,0,0,0,1,1,53,795,1,1,53,795,1,1,1,1,1,3,,1,1,1,0,15,11,15,0,2567,11,2567,48,2448,48,46,0,0,0,0,15,37,42,27,6779,37,6779,105,6549,105,101,0,0,0,0,15,14,19,4,2935,14,2935,57,2709,57,55,0,0,0,0,15,34,38,23,6124,34,6124,113,5587,113,102,0,0,0,0,15,14,19,4,3014,14,3014,57,2774,57,53,0,0,0,0,15,18,24,9,3679,18,3679,77,3364,77,71,0,0,0,0,15,16,25,10,4076,16,4076,69,3785,69,62,0,0,0,0,15,27,31,16,5448,27,5448,98,5259,98,94,0,0,0,0,15,22,23,8,3942,22,3942,83,3597,83,76,0,0,0,0,15,27,27,12,4840,27,4840,88,4532,88,82,0,0,0,0,3,0,-3,3,0,-3,3,0,-3,2,0,-2,4,0,-4,3,0,-3,4,0,-4,3,0,-3,4,0,-4,4,0,-4,4,0,-4,2,0,-2,4,0,-4,4,0,-4,3,0,-3,3,0,-3,770579,1058,742,25617,19958,742,0,40448,53,0,0,15,42,19,38,19,24,25,31,23,27,2448,6549,2709,5587,2774,3364,3785,5259,3597,4532,46,101,55,102,53,71,62,94,76,82,0,,,,,,
32,3,3,3,3,0,0,0,3,3,116,1740,3,3,116,1740,3,3,3,3,3,2,,1,1,1,0,15,39,43,28,6983,39,6983,148,6119,148,134,0,0,0,0,15,48,51,36,9164,48,9164,142,8530,142,133,0,0,0,0,15,29,36,21,5869,29,5869,137,5371,137,128,0,0,0,0,15,84,90,75,14013,84,14013,315,12784,315,292,0,0,0,0,15,38,44,29,7292,38,7292,137,6952,137,129,0,0,0,0,15,57,66,51,10202,57,10202,232,9351,232,215,0,0,0,0,15,34,39,24,6621,34,6621,131,6099,131,120,0,0,0,0,15,40,48,33,7439,40,7439,149,7169,149,142,0,0,0,0,15,47,56,41,8589,47,8589,184,7479,184,167,0,0,0,0,15,51,55,40,9017,51,9017,165,8367,165,152,0,0,0,0,7,0,-7,7,0,-7,8,0,-8,6,0,-6,8,0,-8,8,0,-8,8,0,-8,6,0,-6,7,0,-7,8,0,-8,7,0,-7,8,0,-8,9,0,-9,8,0,-8,6,0,-6,5,0,-5,822360,2256,1612,53881,41841,1612,0,82432,128,0,0,43,51,36,90,44,66,39,48,56,55,6119,8530,5371,12784,6952,9351,6099,7169,7479,8367,134,133,128,292,129,215,120,142,167,152,0,,,,,,
33,4,0,0,0,0,0,0,0,0,112,1680,0,0,112,1680,0,0,0,0,0,7,,1,1,1,0,15,67,72,57,11256,67,11256,283,10397,283,259,0,0,0,0,15,20,25,10,4165,20,4165,91,3906,91,86,0,0,0,0,15,50,55,40,8940,50,8940,214,8476,214,204,0,0,0,0,15,30,34,19,5982,30,5982,126,5811,126,122,0,0,0,0,15,50,54,39,9203,50,9203,188,8482,188,170,0,0,0,0,15,38,43,28,7377,38,7377,169,6899,169,159,0,0,0,0,15,51,53,38,8589,51,8589,209,7702,209,192,0,0,0,0,15,34,38,23,7007,34,7007,121,6722,121,115,0,0,0,0,15,26,31,16,5390,26,5390,131,4986,131,119,0,0,0,0,15,39,47,32,7649,39,7649,148,7428,148,140,0,0,0,0,7,0,-7,7,0,-7,6,0,-6,7,0,-7,7,0,-7,7,0,-7,6,0,-6,6,0,-6,7,0,-7,8,0,-8,7,0,-7,6,0,-6,9,0,-9,8,0,-8,7,0,-7,7,0,-7,835768,2130,1566,50108,38782,1566,0,72192,114,0,0,72,25,55,34,54,43,53,38,31,47,10397,3906,8476,5811,8482,6899,7702,6722,4986,7428,259,86,204,122,170,159,192,115,119,140,0,,,,,,
34,7,7,7,7,0,0,0,7,7,117,1755,7,7,117,1755,7,7,7,7,7,8,,1,1,1,0,15,46,51,36,8118,46,8118,176,7614,176,169,0,0,0,0,15,50,55,40,8780,50,8780,164,8457,164,157,0,0,0,0,15,41,50,35,7588,41,7588,161,7174,161,151,0,0,0,0,15,46,53,38,8608,46,8608,173,7940,173,162,0,0,0,0,15,49,54,39,9366,49,9366,171,9036,171,164,0,0,0,0,15,46,51,36,8443,46,8443,169,7836,169,156,0,0,0,0,15,35,41,26,6662,35,6662,110,6085,110,102,0,0,0,0,15,68,76,61,11772,68,11772,234,11454,234,225,0,0,0,0,15,49,56,41,8949,49,8949,199,8286,199,185,0,0,0,0,15,63,66,51,11142,63,11142,198,10735,198,189,0,0,0,0,8,0,-8,6,0,-6,8,0,-8,8,0,-8,7,0,-7,8,0,-8,9,0,-9,8,0,-8,6,0,-6,7,0,-7,7,0,-7,7,0,-7,7,0,-7,7,0,-7,6,0,-6,8,0,-8,811701,2330,1660,52564,40127,1660,0,85760,95,0,0,51,55,50,53,54,51,41,76,56,66,7614,8457,7174,7940,9036,7836,6085,11454,8286,10735,169,157,151,162,164,156,102,225,185,189,0,,,,,,
35,2,2,2,2,0,0,0,2,2,137,2055,2,2,137,2055,2,2,2,2,2,3,,1,1,1,0,15,59,70,55,10681,59,10681,269,9764,269,252,0,0,0,0,15,39,47,32,7382,39,7382,150,7075,150,141,0,0,0,0,15,69,75,60,11633,69,11633,298,11098,298,281,0,0,0,0,15,55,61,46,10152,55,10152,243,9325,243,225,0,0,0,0,15,40,47,32,7892,40,7892,164,7477,164,155,0,0,0,0,15,53,58,43,9688,53,9688,239,9078,239,224,0,0,0,0,15,51,56,41,9413,51,9413,180,8969,180,172,0,0,0,0,15,53,57,42,9560,53,9560,195,9220,195,188,0,0,0,0,15,44,47,32,7911,44,7911,187,7233,187,173,0,0,0,0,15,38,44,29,7594,38,7594,130,7075,130,120,0,0,0,0,9,0,-9,10,0,-10,9,0,-9,9,0,-9,10,0,-10,10,0,-10,11,0,-11,10,0,-10,8,0,-8,8,0,-8,8,0,-8,8,0,-8,7,0,-7,6,0,-6,6,0,-6,8,0,-8,802813,2630,1931,58705,44719,1931,0,89472,124,0,0,70,47,75,61,47,58,56,57,47,44,9764,7075,11098,9325,7477,9078,8969,9220,7233,7075,252,141,281,225,155,224,172,188,173,120,0,,,,,,
36,7,7,7,7,0,0,0,7,7,103,1545,7,7,103,1545,7,7,7,7,7,3,,1,1,1,0,15,32,38,23,6317,32,6317,137,5801,137,128,0,0,0,0,15,28,31,16,5694,28,5694,108,5471,108,104,0,0,0,0,15,28,35,20,5652,28,5652,122,5339,122,115,0,0,0,0,15,42,51,36,7958,42,7958,176,7516,176,165,0,0,0,0,15,36,44,29,7153,36,7153,155,6941,155,149,0,0,0,0,15,34,39,24,6617,34,6617,139,6077,139,128,0,0,0,0,15,39,43,28,7033,39,7033,130,6474,130,118,0,0,0,0,15,73,78,63,12143,73,12143,256,11644,256,241,0,0,0,0,15,30,36,21,5829,30,5829,118,5336,118,110,0,0,0,0,15,59,61,46,10523,59,10523,204,9895,204,192,0,0,0,0,7,0,-7,7,0,-7,6,0,-6,6,0,-6,7,0,-7,7,0,-7,6,0,-6,8,0,-8,6,0,-6,7,0,-7,5,0,-5,6,0,-6,8,0,-8,6,0,-6,6,0,-6,5,0,-5,802027,2009,1450,45411,34704,1450,0,71552,95,0,0,38,31,35,51,44,39,43,78,36,61,5801,5471,5339,7516,6941,6077,6474,11644,5336,9895,128,104,115,165,149,128,118,241,110,192,0,,,,,,
37,1,1,1,1,0,0,0,1,1,59,885,1,1,59,885,1,1,1,1,1,2,,1,1,1,0,15,18,22,7,3631,18,3631,64,3404,64,61,0,0,0,0,15,51,55,40,8936,51,8936,138,8606,138,133,0,0,0,0,15,17,23,8,3320,17,3320,63,3054,63,60,0,0,0,0,15,35,38,23,6331,35,6331,117,5966,117,109,0,0,0,0,15,13,17,2,3071,13,3071,48,2711,48,43,0,0,0,0,15,23,28,13,4423,23,4423,90,4081,90,82,0,0,0,0,15,22,26,11,4321,22,4321,76,3957,76,69,0,0,0,0,15,33,38,23,6100,33,6100,108,5722,108,99,0,0,0,0,15,25,31,16,4940,25,4940,103,4740,103,98,0,0,0,0,15,22,31,16,4699,22,4699,78,4521,78,73,0,0,0,0,4,0,-4,3,0,-3,1,0,-1,4,0,-4,5,0,-5,4,0,-4,1,0,-1,5,0,-5,5,0,-5,4,0,-4,2,0,-2,5,0,-5,5,0,-5,4,0,-4,2,0,-2,5,0,-5,793568,1195,827,28517,22115,827,0,47104,58,0,0,22,55,23,38,17,28,26,38,31,31,3404,8606,3054,5966,2711,4081,3957,5722,4740,4521,61,133,60,109,43,82,69,99,98,73,0,,,,,,
38,2,2,3,3,0,0,0,3,3,91,1365,3,3,91,1365,3,3,3,3,3,1,,1,1,1,0,15,42,48,33,7356,42,7356,172,6756,172,160,0,0,0,0,15,49,54,39,8966,49,8966,153,8231,153,140,0,0,0,0,15,39,43,28,7250,39,7250,156,6826,156,149,0,0,0,0,15,66,74,59,11167,66,11167,228,10514,228,212,0,0,0,0,15,18,23,8,3954,18,3954,60,3516,60,52,0,0,0,0,15,36,41,26,6920,36,6920,147,6527,147,138,0,0,0,0,15,39,45,30,7125,39,7125,144,6596,144,133,0,0,0,0,15,25,29,14,5246,25,5246,86,5000,86,80,0,0,0,0,15,39,44,29,6761,39,6761,137,6287,137,126,0,0,0,0,15,23,27,12,5187,23,5187,82,4846,82,75,0,0,0,0,7,0,-7,5,0,-5,4,0,-4,6,0,-6,7,0,-7,5,0,-5,6,0,-6,4,0,-4,6,0,-6,6,0,-6,7,0,-7,5,0,-5,6,0,-6,6,0,-6,6,0,-6,5,0,-5,802383,1784,1265,40930,31400,1265,0,66432,100,0,0,48,54,43,74,23,41,45,29,44,27,6756,8231,6826,10514,3516,6527,6596,5000,6287,4846,160,140,149,212,52,138,133,80,126,75,0,,,,,,
39,1,1,1,1,0,0,0,1,1,78,1170,1,1,78,1170,1,1,1,1,1,2,,1,1,1,0,15,24,27,12,4695,24,4695,82,4411,82,78,0,0,0,0,15,68,77,62,12315,68,12315,198,11687,198,187,0,0,0,0,15,27,33,18,5047,27,5047,96,4886,96,92,0,0,0,0,15,48,51,36,8170,48,8170,155,7638,155,143,0,0,0,0,15,16,19,4,3559,16,3559,56,3284,56,51,0,0,0,0,15,31,39,24,6027,31,6027,113,5425,113,102,0,0,0,0,15,29,36,21,5648,29,5648,100,5240,100,92,0,0,0,0,15,35,41,26,6463,35,6463,116,6196,116,110,0,0,0,0,15,44,49,34,7703,44,7703,149,7163,149,138,0,0,0,0,15,33,38,23,6063,33,6063,105,5817,105,99,0,0,0,0,5,0,-5,4,0,-4,5,0,-5,4,0,-4,4,0,-4,5,0,-5,5,0,-5,6,0,-6,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,5,0,-5,787624,1580,1092,37244,28778,1092,0,62464,78,0,0,27,77,33,51,19,39,36,41,49,38,4411,11687,4886,7638,3284,5425,5240,6196,7163,5817,78,187,92,143,51,102,92,110,138,99,0,,,,,,
40,1,1,1,1,0,0,0,1,1,34,510,1,1,34,510,1,1,1,1,1,2,,1,1,1,0,15,8,16,1,2178,8,2178,37,2092,37,36,0,0,0,0,15,33,39,24,6288,33,6288,95,6146,95,92,0,0,0,0,15,13,17,2,2448,13,2448,50,2409,50,49,0,0,0,0,15,17,20,5,3430,17,3430,63,3151,63,57,0,0,0,0,15,6,8,-7,1676,6,1676,27,1582,27,25,0,0,0,0,15,7,13,-2,2282,7,2282,40,2045,40,36,0,0,0,0,15,9,14,-1,2617,9,2617,45,2398,45,42,0,0,0,0,15,14,17,2,2979,14,2979,50,2839,50,47,0,0,0,0,15,16,21,6,3108,16,3108,63,2983,63,60,0,0,0,0,15,10,16,1,2432,10,2432,40,2332,40,37,0,0,0,0,5,0,-5,1,0,-1,0,0,0,3,0,-3,4,0,-4,1,0,-1,1,0,-1,4,0,-4,4,0,-4,0,0,0,0,0,0,3,0,-3,4,0,-4,1,0,-1,0,0,0,3,0,-3,765486,696,481,16727,12998,481,0,27520,29,0,0,16,39,17,20,8,13,14,17,21,16,2092,6146,2409,3151,1582,2045,2398,2839,2983,2332,36,92,49,57,25,36,42,47,60,37,0,,,,,,
41,7,7,7,7,0,0,0,7,7,80,1200,7,7,80,1200,7,7,7,7,7,5,,1,1,1,0,15,26,28,13,4869,26,4869,99,4507,99,93,0,0,0,0,15,30,36,21,5913,30,5913,96,5707,96,93,0,0,0,0,15,23,28,13,4483,23,4483,83,4009,83,75,0,0,0,0,15,34,39,24,6212,34,6212,118,5762,118,111,0,0,0,0,15,38,45,30,7120,38,7120,125,6900,125,121,0,0,0,0,15,26,32,17,5391,26,5391,100,4762,100,89,0,0,0,0,15,31,35,20,5782,31,5782,101,5163,101,90,0,0,0,0,15,62,70,55,10841,62,10841,200,10568,200,194,0,0,0,0,15,23,28,13,4467,23,4467,88,3998,88,82,0,0,0,0,15,58,63,48,10210,58,10210,190,9815,190,182,0,0,0,0,5,0,-5,5,0,-5,6,0,-6,5,0,-5,5,0,-5,5,0,-5,6,0,-6,6,0,-6,4,0,-4,5,0,-5,4,0,-4,5,0,-5,3,0,-3,4,0,-4,6,0,-6,6,0,-6,774440,1614,1130,35596,26962,1130,0,61952,70,0,0,28,36,28,39,45,32,35,70,28,63,4507,5707,4009,5762,6900,4762,5163,10568,3998,9815,93,93,75,111,121,89,90,194,82,182,0,,,,,,
42,4,4,4,4,0,0,0,4,4,113,1695,4,4,113,1695,4,4,4,4,4,9,,1,1,1,0,15,35,39,24,6574,35,6574,136,6141,136,127,0,0,0,0,15,50,58,43,9123,50,9123,135,8834,135,131,0,0,0,0,15,35,39,24,6701,35,6701,131,6370,131,123,0,0,0,0,15,51,57,42,9327,51,9327,175,8446,175,161,0,0,0,0,15,74,78,63,12863,74,12863,234,12207,234,220,0,0,0,0,15,35,40,25,7059,35,7059,138,6430,138,128,0,0,0,0,15,38,46,31,7164,38,7164,125,6293,125,112,0,0,0,0,15,67,69,54,11331,67,11331,207,11022,207,199,0,0,0,0,15,50,55,40,9311,50,9311,179,8541,179,165,0,0,0,0,15,69,73,58,11919,69,11919,235,11302,235,221,0,0,0,0,8,0,-8,7,0,-7,9,0,-9,7,0,-7,8,0,-8,7,0,-7,8,0,-8,7,0,-7,6,0,-6,6,0,-6,6,0,-6,6,0,-6,7,0,-7,7,0,-7,7,0,-7,7,0,-7,802903,2254,1587,55026,42976,1587,0,85376,108,0,0,39,58,39,57,78,40,46,69,55,73,6141,8834,6370,8446,12207,6430,6293,11022,8541,11302,127,131,123,161,220,128,112,199,165,221,0,,,,,,
43,2,2,2,2,0,0,0,2,2,75,1125,2,2,75,1125,2,2,2,2,2,0,,1,1,1,0,15,30,32,17,5571,30,5571,132,5231,132,122,0,0,0,0,15,37,38,23,6732,37,6732,113,6384,113,107,0,0,0,0,15,39,47,32,6866,39,6866,156,6576,156,147,0,0,0,0,15,36,42,27,6721,36,6721,137,6325,137,127,0,0,0,0,15,29,31,16,5556,29,5556,98,5125,98,90,0,0,0,0,15,19,26,11,4626,19,4626,90,4413,90,85,0,0,0,0,15,28,31,16,5302,28,5302,125,4871,125,115,0,0,0,0,15,14,19,4,3464,14,3464,59,3252,59,55,0,0,0,0,15,37,45,30,6845,37,6845,134,6383,134,122,0,0,0,0,15,23,29,14,4567,23,4567,81,4385,81,78,0,0,0,0,6,0,-6,5,0,-5,5,0,-5,4,0,-4,3,0,-3,5,0,-5,5,0,-5,5,0,-5,4,0,-4,4,0,-4,5,0,-5,5,0,-5,3,0,-3,5,0,-5,6,0,-6,5,0,-5,804743,1463,1048,32089,24284,1048,0,53120,77,0,0,32,38,47,42,31,26,31,19,45,29,5231,6384,6576,6325,5125,4413,4871,3252,6383,4385,122,107,147,127,90,85,115,55,122,78,0,,,,,,
